paper_id,query_id,source_db,title,authors,year,venue,url_or_doi,abstract,keywords,v1_decision,v1_reason
QIA7D4GI,Q01,Google Scholar,Cyber-Physical Security Through the Lens of AI-Enabled Systems,"Yu, Zhiyuan",2025,Washington University in St. Louis,https://search.proquest.com/openview/6a96e6851c2370beb09b2f7ab7a29053/1?pq-origsite=gscholar&cbl=18750&diss=y,,,EXCLUDE,EC1: Focuses broadly on cyber-physical security rather than scam message or phishing classification.
BVMIBMBR,Q01,Google Scholar,"A Study of North Korea’s Cyber Warfare: Actors, Tactics, and AI Integration.","Easttom, C.",2025,Journal of Information Warfare,https://openurl.ebsco.com/contentitem/gcd:184729845?sid=ebsco:plink:crawler-gcd&id=ebsco:gcd:184729845&crl=c&jrnl=14453312,,,EXCLUDE,EC1: Focuses on national cyber warfare and threat actors rather than scam message classification algorithms.
KMHME6DC,Q01,DOI.org (Crossref),"A review of sentiment analysis: tasks, applications, and deep learning techniques","Sharma, Neeraj Anand; Ali, A. B. M. Shawkat; Kabir, Muhammad Ashad",2025,International Journal of Data Science and Analytics,https://doi.org/10.1007/s41060-024-00594-x,,,EXCLUDE,EC1: Focuses on general sentiment analysis reviews rather than scam message classification.
BKX4MXMQ,Q01,DOI.org (Crossref),Uncovering API-Scope Misalignment in the App-in-App Ecosystem,"Che, Jiarui; Guo, Chenkai; Dong, Naipeng; Pei, Jiaqi; Fan, Lingling; Mi, Xun; Xie, Xueshuo; Luo, Xiangyang; Liu, Zheli; Cheng, Renhong",2025,Proceedings of the ACM on Software Engineering,https://doi.org/10.1145/3728962,"The ""app-in-app"" paradigm is an emerging trend in mobile systems, where super applications (short for superApps) such as WeChat, Baidu, TikTok, enable external vendors to develop mini-programs (short for miniApps) on their platforms by providing privileged APIs. To facilitate management, superApps have devised their specific permission configuration (called scope) to grant the APIs access to specific capabilities and resources. Adhering to these scopes during API implementation is crucial for maintaining security; otherwise, the permission management of superApps can be bypassed—a vulnerability we refer to as API-scope misalignment.   In this work, we conduct the first systematic study on the API-scope misalignment issues in the app-in-app ecosystems, uncovering root causes and security risks. More importantly, we developed an automatic tool called ScopeChecker to detect the API-scope misalignment in both superApps and miniApps. ScopeChecker extracts the standard API-scope mappings by integrating the Android permission mechanism into the functionalities of superApps. Then, LLM-based code generation is used to create executable API snippets as test cases. The execution results reflect the actual mappings of APIs to their scopes, which are compared with the standard API-scope mappings to identify misalignment. After that, ScopeChecker verifies the identified misalignment in miniApps by matching the misaligned APIs with a tailored method-oriented abstract syntax tree (MAST) of the target miniApp. ScopeChecker identified 38 misaligned APIs in top superApps with manual confirmation, outperforming the state-of-the-art miniApp-focused test methods. As a highlight, we received 11 positive responses from the superApp developers and CNVD, encompassing 9 vulnerability confirmations with rewards: 1 high-risk, 7 medium-risk, and 1 low-risk. To assess prevalence, ScopeChecker evaluated 42𝑘+ miniApps, and found 51% had API-scope misalignment, averaging 1.4 misaligned APIs each. At last, we illustrated 4 types of security threats raised by the API-scope misalignment by analyzing real-world exploitation cases.",,EXCLUDE,EC1: Focuses on API-scope misalignment and mobile app security rather than scam message detection.
YL4IADFU,Q01,Google Scholar,Data-Driven Requirements Elicitation from App Reviews Framework Based on BERT,"Mihany, Fatma A.; Galal-Edeen, Galal H.; Hassanein, Ehab E.; Moussa, Hanan",2025,Applied Sciences,https://www.mdpi.com/2076-3417/15/17/9709,,,EXCLUDE,EC4: Missing abstract and empirical evaluation details regarding scam messages.
7YPTRWL8,Q01,Google Scholar,A Two-Phased AI-Enabled Framework for Innovation with User-Generated Data from Consumer Review Sites,"Mirkovski, Kristijan; Kang, Jingda; Liu, Libo; Indulska, Marta; Liu, Hao",2025,,https://scholarspace.manoa.hawaii.edu/items/c0935c71-bf06-4147-a948-e87d370a2650,,,EXCLUDE,EC4: Missing abstract and empirical evaluation details regarding scam messages.
5KVTRKMU,Q01,DOI.org (Crossref),A Survey of Machine Unlearning,"Nguyen, Thanh Tam; Huynh, Thanh Trung; Ren, Zhao; Nguyen, Phi Le; Liew, Alan Wee-Chung; Yin, Hongzhi; Nguyen, Quoc Viet Hung",2025,ACM Transactions on Intelligent Systems and Technology,https://doi.org/10.1145/3749987,"Today, computer systems hold large amounts of personal data. Yet while such an abundance of data allows breakthroughs in AI, and especially machine learning, its existence can be a threat to user privacy, and it can weaken the bonds of trust between humans and AI. Recent regulations now require that, on request, private information about a user must be removed both from computer systems and from machine learning models—this legislation is more colloquially called “the right to be forgotten.” While removing data from back-end databases should be straightforward, it is not sufficient in the AI context as machine learning models often “remember” the old data. Contemporary adversarial attacks on trained models have proven that we can learn whether an instance or an attribute belonged to the training data. This phenomenon calls for a new paradigm, namely               machine unlearning               , to make machine learning models forget about particular data. It turns out that recent works on machine unlearning have not been able to completely solve the problem due to the lack of common frameworks and resources. Therefore, this article aspires to present a comprehensive examination of machine unlearning’s concepts, designs, methods, and applications. Specifically, as a category collection of cutting-edge studies, the intention behind this article is to serve as a comprehensive resource for researchers and practitioners seeking an introduction to machine unlearning and its formulations, design criteria, removal requests, algorithms, and applications. In addition, we aim to highlight the key findings, current trends, and new research areas that have not yet featured the use of machine unlearning but could benefit greatly from it. We hope that this survey serves as a valuable resource for machine learning researchers and those seeking to innovate privacy technologies. Our resources are publicly available at               https://github.com/tamlhp/awesome-machine-unlearning               .",,EXCLUDE,EC1: Focuses on machine unlearning and data privacy rather than scam/spam message detection.
6MXSKUJH,Q01,DOI.org (Crossref),Generative AI and digital resilience: a research agenda,"Große, Christine; Sundberg, Leif",2025,Journal of Risk Research,https://doi.org/10.1080/13669877.2025.2539105,,,EXCLUDE,EC4: Missing abstract and empirical dataset evaluation.
GH7WPRJH,Q01,Google Scholar,Optimized Byte Pair Encoding Tokenizer for South African Languages,"Simelane, Sicelo Sipho Simphiwe",2025,University of Johannesburg (South Africa),https://search.proquest.com/openview/38545abbbc9f4f489d26f8e35cd8f530/1?pq-origsite=gscholar&cbl=2026366&diss=y,,,EXCLUDE,EC1: Focuses on tokenization for South African languages rather than Vietnamese scam message classification.
7DHTT5GR,Q01,Google Scholar,Cross-domain fake review detection via orthogonal counterfactual representations,"Gupta, Richa; Jindal, Vinita; Kashyap, Indu",2025,IEEE Access,https://ieeexplore.ieee.org/abstract/document/11062608/,,,EXCLUDE,EC1: Focuses on cross-domain fake review detection rather than scam/phishing message classification.
3LTI3KQD,Q01,Google Scholar,Recent Trends in Intelligent Computing and Communication: Volume 1,"Choudhary, Pushpa; Satpathy, Sambit; Dagur, Arvind; Shukla, Dhirendra Kumar",2025,CRC Press,https://books.google.com/books?hl=vi&lr=&id=W5WCEQAAQBAJ&oi=fnd&pg=PP1&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=do8Ulj44xa&sig=ZJmMMt2Tkhj0SOtIFoC8ChhZjJk,,,EXCLUDE,EC4: Missing abstract and empirical evaluation details.
UL5HX6BK,Q01,Google Scholar,Prompt-Based Fine-Tuning of Bangla Language Models for Sequence,"Mahmud, Asif; Hossain, Md Shariar; Meya, Md Rasel; Didar, Didarul Islam; Islam, Hasibul; Dhar, Puja; Akter, Poly",2025,Proceeding of the 2nd International Conference on Machine Intelligence and Emerging Technologies: MIET 2024,https://books.google.com/books?hl=vi&lr=&id=L9BzEQAAQBAJ&oi=fnd&pg=PA409&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=4ic6NyqqbI&sig=rABxPHzYPrBRvNtvHkWVoFwIUKU,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
K53UY3L4,Q01,Google Scholar,"Small is Beautiful: addressing resource scarcity, language variation, and transfer challenges for automatic detection of Harmful language","Riabi, Arij",2025,Sorbonne Université,https://theses.hal.science/tel-05123132/,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
GKX3I9D4,Q01,DOI.org (Crossref),Prompt-Based Fine-Tuning of Bangla Language Models for Sequence Classification,"Mahmud, Asif; Shariar Hossain, Md; Rasel Meya, Md; Didar, Didarul Islam; Islam, Hasibul; Dhar, Puja; Akter, Poly",2025,Proceeding of the 2nd International Conference on Machine Intelligence and Emerging Technologies,https://doi.org/10.1007/978-981-96-2721-9_27,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
978MTPGM,Q01,Google Scholar,Grey Area: Dark Web Data Collection and the Future of OSINT,"Troia, Vinny",2025,John Wiley & Sons,https://books.google.com/books?hl=vi&lr=&id=uPqFEQAAQBAJ&oi=fnd&pg=PT12&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=Yxi-nIb841&sig=tCMnv56UiU-kkhWkMpgnfE7Sfu8,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
L8KP9T8K,Q01,Google Scholar,"Networks and Sustainability: Smart Grid, Data Science, and Smart Applications","Luntovskyy, Andriy; Klymash, Mikhailo; Melnyk, Igor; Beshley, Mykola; Gütter, Dietbert",2025,Springer Nature,https://books.google.com/books?hl=vi&lr=&id=dxuLEQAAQBAJ&oi=fnd&pg=PR2&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=NufGI08zzk&sig=8IK6op8IZIG5nSCVTxCGYdpoTBg,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
XW2YPHVZ,Q01,DOI.org (Crossref),Guardian Positioning System (GPS) for Location Based Services,"Liu, Wenjie; Papadimitratos, Panos",2025,18th ACM Conference on Security and Privacy in Wireless and Mobile Networks,https://doi.org/10.1145/3734477.3734707,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
9S89S4QP,Q01,Google Scholar,2025/63 “Indonesia-Singapore Cultural Relations: Historical Legacy and Contemporary Challenges” by Leo Suryadinata and Siwage Dharma Negara,"Suryadinata, Leo; Negara, Siwage Dharma",2025,,https://www.iseas.edu.sg/category/media/latest-news/page/496/articles-commentaries/iseas-perspective/page/7/,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
3TZVPJ63,Q01,Google Scholar,Research excellence à la Française,"Ha-Duong, Minh",2025,,https://hal.science/hal-04850819/,,,EXCLUDE,"EC5: The abstract is completely empty, making full-text assessment and evaluation impossible."
FP9P5PA7,Q01,Google Scholar,The rise of Agentic Payments: a protocol census and analysis of early market solutions,"Donadello, Elisa; ZEREDO PEREIRA, LUISA",2025,,https://www.politesi.polimi.it/handle/10589/260157,,,EXCLUDE,EC1: Focuses on agentic payments and financial protocol censuses rather than scam message classification or text analysis.
IEEWE2L4,Q01,Google Scholar,Evolving techniques in sentiment analysis: a comprehensive review,"Kumar, Mahander; Khan, Lal; Chang, Hsien-Tsung",2025,PeerJ Computer Science,https://peerj.com/articles/cs-2592/,,,EXCLUDE,EC4: Purely theoretical or general survey lacking specific focus on scam message detection or the PICO scope.
VWWKVZ5C,Q01,Google Scholar,Developing effective techniques for the recognition of Shanghai dialect text,"Bao, Yida; Zhang, Zheng; Arifuzzaman, Mohammad; Le, Tran Duc; Li, Qi; Mwanza, Masuzyo; Lin, Jiaqing; Gaillard, Philippe; Ye, Jiafeng",2025,IEEE Access,https://ieeexplore.ieee.org/abstract/document/11053757/,,,EXCLUDE,"EC1: Focuses on dialect text recognition rather than spam, phishing, or scam message classification."
V3JHIWN4,Q01,Google Scholar,Should we Call Annie?-A mixed-methods intervention study examining the impact of one chatbot on the vocabulary acquisition of upper secondary students in Sweden,"Olsson, Joakim",2025,,https://gupea.ub.gu.se/items/1477dbea-a087-4040-9dee-0f00146f6d31,,,EXCLUDE,EC1: Focuses on educational chat bots for vocabulary acquisition in students rather than scam message classification.
NXFLZCA6,Q01,DOI.org (Crossref),“Smart airports and the evolving cyber threat”,"Rossiter, Ash",2025,Journal of Transportation Security,https://doi.org/10.1007/s12198-025-00311-0,,,EXCLUDE,EC1: Focuses broadly on cyber threats in smart airports rather than scam message classification or NLP-based fraud detection.
XGLWE67G,Q01,Google Scholar,The Fine-Tuning Journey of ChatGPT in Industry Applications: Domains From Generic to Specific,"Mohapatra, Hitesh",2025,Humans and Generative AI Tools for Collaborative Intelligence,https://www.igi-global.com/chapter/the-fine-tuning-journey-of-chatgpt-in-industry-applications/382772,,,EXCLUDE,EC4: General review or theoretical discussion on industry applications of ChatGPT without specific empirical evaluation of scam message classification.
4PI2MJV5,Q01,Google Scholar,AI in criminal law,"Tyrrell, Áine Josephine; Douglas-Jones KC, Ben",2025,Bloomsbury Publishing,https://www.torrossa.com/it/resources/an/6031126,,,EXCLUDE,EC4: Focuses on legal and theoretical aspects of AI in criminal law rather than technical scam classification datasets or models.
V8QIP5DN,Q01,DOI.org (Crossref),Approximate homomorphic encryption based privacy-preserving machine learning: a survey,"Yuan, Jiangjun; Liu, Weinan; Shi, Jiawen; Li, Qingqing",2025,Artificial Intelligence Review,https://doi.org/10.1007/s10462-024-11076-8,,,EXCLUDE,EC1: Focuses on homomorphic encryption and privacy-preserving machine learning algorithms rather than scam text classification.
GN2JJBPR,Q01,DOI.org (Crossref),"Standards, frameworks, and legislation for artificial intelligence (AI) transparency","Lund, Brady; Orhan, Zeynep; Mannuru, Nishith Reddy; Bevara, Ravi Varma Kumar; Porter, Brett; Vinaih, Meka Kasi; Bhaskara, Padmapadanand",2025,AI and Ethics,https://doi.org/10.1007/s43681-025-00661-4,,,EXCLUDE,EC4: Paper lacks abstract and empirical evaluation relevant to scam message classification.
63Z3U6ZV,Q01,arXiv.org,Do Not Trust Licenses You See: Dataset Compliance Requires Massive-Scale AI-Powered Lifecycle Tracing,"Kim, Jaekyeom; Sohn, Sungryull; Jo, Gerrard Jeongwon; Choi, Jihoon; Bae, Kyunghoon; Lee, Hwayoung; Park, Yongmin; Lee, Honglak",2025,arXiv,https://doi.org/10.48550/arXiv.2503.02784,"This paper argues that a dataset's legal risk cannot be accurately assessed by its license terms alone; instead, tracking dataset redistribution and its full lifecycle is essential. However, this process is too complex for legal experts to handle manually at scale. Tracking dataset provenance, verifying redistribution rights, and assessing evolving legal risks across multiple stages require a level of precision and efficiency that exceeds human capabilities. Addressing this challenge effectively demands AI agents that can systematically trace dataset redistribution, analyze compliance, and identify legal risks. We develop an automated data compliance system called NEXUS and show that AI can perform these tasks with higher accuracy, efficiency, and cost-effectiveness than human experts. Our massive legal analysis of 17,429 unique entities and 8,072 license terms using this approach reveals the discrepancies in legal rights between the original datasets before redistribution and their redistributed subsets, underscoring the necessity of the data lifecycle-aware compliance. For instance, we find that out of 2,852 datasets with commercially viable individual license terms, only 605 (21%) are legally permissible for commercialization. This work sets a new standard for AI data governance, advocating for a framework that systematically examines the entire lifecycle of dataset redistribution to ensure transparent, legal, and responsible dataset management.",Computer Science - Artificial Intelligence; Computer Science - Computers and Society,EXCLUDE,EC1: Focuses on dataset compliance and legal risk tracking rather than scam message classification.
JLCDL4T6,Q01,Google Scholar,Advanced Offensive Language Detection with mT5 and User-Centric Features,"Suthiksha, P. G.; Varshitha, Sankranthi; Natarajan, S.",2025,"2025 International Conference on Data Science, Agents & Artificial Intelligence (ICDSAAI)",https://ieeexplore.ieee.org/abstract/document/11011892/,,,EXCLUDE,EC4: Paper lacks an abstract and concrete experimental data for review.
78GLYHBC,Q01,Google Scholar,Explainability and interpretability of multilingual large language models: A survey,"Resck, Lucas; Augenstein, Isabelle; Korhonen, Anna",2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,https://aclanthology.org/2025.emnlp-main.1033/,,,EXCLUDE,EC4: Paper lacks an abstract and focuses on general survey of explainability rather than scam detection.
PM6QFRPA,Q01,Google Scholar,"ENHANCING NON-FORMAL LEARNING CERTIFICATE CLASSIFICATION WITH TEXT AUGMENTATION: A COMPARISON OF CHARACTER, TOKEN, AND SEMANTIC APPROACHES.","Susrama Mas Diyasa, I. Gede; Puspaningrum, Eva Yulia; Saputra, Dimas; Wan Awang, Wan Suryani",2025,"Interdisciplinary Journal of Information, Knowledge & Management",http://www.ijikm.org/Volume20/IJIKMv20Art018Diyasa11830.pdf,,,EXCLUDE,EC1: Focuses on non-formal learning certificate classification rather than scam or phishing detection.
ZSTTQNU4,Q01,Google Scholar,What to Do about HAL-Market and Governmental Approaches to Regulating Artificial Intelligence,"Myers, Gary",2025,La. L. Rev.,https://access.heinonline.com/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/louilr86&section=6,,,EXCLUDE,EC4: Paper lacks an abstract and focuses on AI regulation rather than technical scam message classification.
C39DPHDT,Q01,Google Scholar,Comparative Legal Regulation And Enforcement Of Skimming Crimes In Indonesia And The United States Of America,"Wardani, Dian Eka Kusuma; Raodiah, Raodiah; Gazali, Indarahayu M. Umar; Abdunayimova, Dinara F.",2025,Kanun: Jurnal Ilmu Hukum,https://publications.usk.ac.id/index.php/KJIH/article/view/142,,,EXCLUDE,EC1: Focuses on legal regulation of skimming crimes rather than machine learning-based scam text classification.
Y56S9RCM,Q01,Google Scholar,mOSCAR: A large-scale multilingual and multimodal document-level corpus,"Futeral, Matthieu; Zebaze, Armel Randy; Suarez, Pedro Ortiz; Abadji, Julien; Lacroix, Rémi; Schmid, Cordelia; Bawden, Rachel; Sagot, Benoît",2025,Findings of the Association for Computational Linguistics: ACL 2025,https://aclanthology.org/2025.findings-acl.180/,,,EXCLUDE,EC4: Paper lacks an abstract and focuses on a multilingual corpus rather than scam message classification.
BC46QJJW,Q01,Google Scholar,Avaliação de riscos de cibersegurança no setor financeiro: Uma abordagem baseada em IA para gestão de fornecedores e controlo de acessos,"Antas, João Miguel Isidro",2025,Instituto Universitário de Lisboa,https://repositorio.iscte-iul.pt/server/api/core/bitstreams/77592085-6e1e-4efa-a824-579e497648fb/content,,,EXCLUDE,EC5: Paper is not written in English (Portuguese title and abstract)
CHAPWSZ8,Q01,Google Scholar,Master Computer Science,"English, BERT",2025,,https://theses.liacs.nl/pdf/2024-2025-RivettiGGiulia.pdf,,,EXCLUDE,"EC4: Lacks experimental datasets, practical implementations, or empirical evaluation"
FDBRMVB4,Q01,Google Scholar,Cross-layer analysis of machine learning models for secure and energy-efficient IoT networks,"Mustafa, Rashid; Sarkar, Nurul I.; Mohaghegh, Mahsa; Pervez, Shahbaz; Vohra, Ovesh",2025,Sensors,https://www.mdpi.com/1424-8220/25/12/3720,,,EXCLUDE,EC1: Focuses on IoT networks and energy-efficient models rather than semantic text analysis of scam messages
6XL5GII4,Q01,Google Scholar,Generative AI's Implications for Democratic Elections in a World at Risk: A Dahlian Perspective,"Downes, Robert TF",2025,"Electoral Integrity Project, Technology and the Future of Democracy, Pre-APSA Workshop",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5988394,,,EXCLUDE,EC4: Purely theoretical or political science paper lacking empirical evaluation of scam text classification
EEBIDYBG,Q01,Google Scholar,Findings of the Association for Computational Linguistics: NAACL 2025,"Chiruzzo, Luis; Ritter, Alan; Wang, Lu",2025,Findings of the Association for Computational Linguistics: NAACL 2025,https://aclanthology.org/2025.findings-naacl.0.pdf,,,EXCLUDE,EC4: Proceedings front matter lacking specific empirical studies matching the PICO criteria
M8I4YP3M,Q01,Google Scholar,Evaluation as Due Process: Civil Service in an Automated Age,"Ho, Daniel E.; Martin, Olivia; Perez, Amy; Rodolfa, Kit",2025,Admin. L. Rev.,https://access.heinonline.com/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/admin77&section=26,,,EXCLUDE,EC4: Purely theoretical policy or legal paper lacking empirical evaluation
3PLMERIM,Q01,Google Scholar,Factors Contributing to Consumer Resistance to Contactless Payment Technologies in the US Large Box Retail Sector,"Moore, Veranika A.",2025,South University,https://search.proquest.com/openview/e954f67ecb4611e200390a1033cae119/1?pq-origsite=gscholar&cbl=18750&diss=y,,,EXCLUDE,EC4: Focuses on consumer behavior towards contactless payments rather than scam text classification
MGMI3XGS,Q01,Google Scholar,"AI for Productivity and Empowerment in Agriculture, Health, Education, and Transport","Rahwan, Iyad; Muthukrishna, Michael",2025,"The Next Great Divergence: Why AI May Widen Inequality Between Countries. Ed. by United Nations Development Programme. New York, NY: United Nations Development Programme",https://www.undp.org/sites/g/files/zskgke326/files/2025-12/ai-for-productivity-and-empowerment-in-agriculture-health-education-and-transport.pdf,,,EXCLUDE,EC4: Broad overview paper lacking specific methodology and empirical evaluation on scam detection
ASGNCU3B,Q01,DOI.org (Crossref),From Protests on the Streets to a War in the East: Evolution of Discourse in a Prolonged Crisis,"Greger, Thomas; Polychronis, Cole; Greger, Nicholas; Kogan, Marina",2025,Proceedings of the ACM on Human-Computer Interaction,https://doi.org/10.1145/3757604,"In January 2014, what started as peaceful protests in Kyiv, Ukraine escalated into an ousting of the Ukrainian president, then annexation of Crimea, and a protracted war between the new Ukrainian government and Russian-backed separatists. Meanwhile, Ukrainian citizens documented their experiences on Twitter, leading to the creation of multitudes of conversation spaces, or online publics, that evolved alongside the conflict they were discussing. We collected tweets in those conversations from December 2013 to August 2015. In this work, we use a novel, LDA-based topic tracking tool to analyze how the conversations evolved during the crisis in Ukraine, and the factors associated with this volatility. As existing tools often do not support researchers in pinpointing when online publics shift from one conversation to another, we discuss how our tool can be used to extract cleaner data from longitudinal crises. Finally, we discuss how our discursive analysis of Ukraine in 2014 provides insight on the current conflict in Ukraine.",,EXCLUDE,EC1: Focuses on political crisis discourse analysis on Twitter rather than scam message classification or fraud detection.
SKAGVYH8,Q01,Google Scholar,TrustGraph-Rec: Trust-Calibrated Graph Social Recommendation via Dynamic Influence Belief Propagation,"Zare, Gholamreza",2025,ResearchGate,https://www.researchgate.net/profile/Gholamreza-Zare-2/publication/397165937_TrustGraph-Rec_Trust-Calibrated_Graph_Social_Recommendation_via_Dynamic_Influence_Belief_Propagation/links/69067089a404d65709a1c101/TrustGraph-Rec-Trust-Calibrated-Graph-Social-Recommendation-via-Dynamic-Influence-Belief-Propagation.pdf,,,EXCLUDE,EC4: Missing abstract and insufficient empirical evidence regarding scam message classification.
RW5468WF,Q01,Google Scholar,Navigating the social media market: AI and the challenge of fake news dissemination in the business environment,"Burcă-Voicu, Monica Ioana; Cramarenco, Romana Emilia; Dabija, Dan Cristian",2025,Oeconomia Copernicana,https://oeconomia.pl/oc/article/view/3386,,,EXCLUDE,EC4: Missing abstract and insufficient empirical evidence regarding scam message classification.
3E2GPEG4,Q01,arXiv.org,CrisisNews: A Dataset Mapping Two Decades of News Articles on Online Problematic Behavior at Scale,"Choi, Jeanne; Kang, DongJae; Choi, Yubin; Lee, Juhoon; Seering, Joseph",2025,arXiv,https://doi.org/10.48550/arXiv.2510.12243,"As social media adoption grows globally, online problematic behaviors increasingly escalate into large-scale crises, requiring an evolving set of mitigation strategies. While HCI research often analyzes problematic behaviors with pieces of user-generated content as the unit of analysis, less attention has been given to event-focused perspectives that track how discrete events evolve. In this paper, we examine 'social media crises': discrete patterns of problematic behaviors originating and evolving within social media that cause larger-scale harms. Using global news coverage, we present a dataset of 93,250 news articles covering social media-endemic crises from the past 20 years. We analyze a representative subset to classify stakeholder roles, behavior types, and outcomes, uncovering patterns that inform more nuanced classification of social media crises beyond content-based descriptions. By adopting a wider perspective, this research seeks to inform the design of safer platforms, enabling proactive measures to mitigate crises and foster more trustworthy online environments.",Computer Science - Human-Computer Interaction; Computer Science - Social and Information Networks,EXCLUDE,EC1: Focuses on broad social media crises and news datasets rather than specific spam/scam message detection or LLM comparison.
VCHELET9,Q01,Google Scholar,"Securing decentralized ecosystems: A comprehensive systematic review of blockchain vulnerabilities, attacks, and countermeasures and mitigation strategies","Siam, Md Kamrul; Saha, Bilash; Hasan, Md Mehedi; Hossain Faruk, Md Jobair; Anjum, Nafisa; Tahora, Sharaban; Siddika, Aiasha; Shahriar, Hossain",2025,Future Internet,https://www.mdpi.com/1999-5903/17/4/183,,,EXCLUDE,EC1: Focuses on blockchain vulnerabilities and decentralized ecosystems rather than scam message classification.
83PYG372,Q01,Google Scholar,Artificial Scars: AI-Generated Trauma and the Challenge to Literary Authenticity in The Unblinking Sky,"Bernaoui, Kods",2025,Université KASDI MERBAH-OUARGLA,https://dspace.univ-ouargla.dz/jspui/handle/123456789/38553,,,EXCLUDE,EC1: Focuses on literary authenticity and AI-generated text in literature rather than scam message classification.
G69HQ9DF,Q01,Google Scholar,GeoTechnoGraphy: Mapping power and identity in the digital age,"Saran, Samir; Sarma, Anirban",2025,Penguin Random House India Private Limited,https://books.google.com/books?hl=vi&lr=&id=ATXTEQAAQBAJ&oi=fnd&pg=PT10&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=hD2V4u5PJ3&sig=OpQSjVAvuQILfEHrXg4xG6GePPY,,,EXCLUDE,EC4: Missing abstract and insufficient empirical evidence regarding scam message classification.
CRDQWYGQ,Q01,Google Scholar,The co-intelligence revolution: How humans and AI co-create new value,"Ramaswamy, Venkat",2025,Penguin Random House India Private Limited,https://books.google.com/books?hl=vi&lr=&id=pDheEQAAQBAJ&oi=fnd&pg=PT10&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=RACKdJea1F&sig=FRiMfW9U7YyJYEIOBWYPQ0tQvGg,,,EXCLUDE,EC4: Missing abstract and insufficient empirical evidence regarding scam message classification.
Z5ZQT9SN,Q01,Google Scholar,Fake-Checking: A Journalist’s Guide to Deepfakes,"Hickerson, Andrea; Schwartz, Christopher; Wright, Matthew",2025,Taylor & Francis,https://books.google.com/books?hl=vi&lr=&id=Vk6dEQAAQBAJ&oi=fnd&pg=PA2006&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=vpSiSj-PZ6&sig=uBNeZxrB_mi6phgGMC5zHwYRmIk,,,EXCLUDE,"EC4: Purely theoretical or vision papers lacking experimental datasets, practical implementations, or empirical evaluation."
